file,context,source,translation,category,suggested_check
st_Chinese.ts,QObject,Start angle of arc input format is wrong.,弧度初始值输入格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,End angle of arc input format is wrong.,弧度终止值输入格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Edges Count is not allowed to contain Chinese characters.,棱边数量不能保存中文,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Start Point is not allowed to contain Chinese characters.,起始点不允许包含中文。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Edges Count is empty or variable not exist.,棱边数量为空或变量不存在,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Start Point is empty or variable not exist.,起始点为空或者值不存在。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,The starting point cannot be the origin.,起始点不能是原点。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Vertex is not allowed to contain Chinese characters.,顶点数据不能包含中文,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"The vertex parameters is wrong. The correct format should be (value 1, value 2).",顶点参数错误，正确的格式为 (值1， 值2),参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Vertex coordinates cannot be consistent (line,顶点坐标不能一致（line）,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"These vertices cannot create a polygon, please make sure the vertices are on the same plane.",这些顶点无法创建一个多边形，请确认顶点在同一平面。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,Center is not allowed to contain Chinese characters.,中心不允许填写中文。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"The center parameters is wrong. The correct format should be (u, v).","中心格式错误，正确的格式应该是(u,v)。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Radius is not allowed to contain Chinese characters.,半径不允许填写中文。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Width is not allowed to contain Chinese characters.,宽度不允许填写中文。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Start angle of arc is not allowed to contain Chinese characters.,弧线的起始角不允许包含中文。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,The radius input format is wrong.,半径输入格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Position is not allowed to contain Chinese characters.,坐标不允许填写中文字符。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"The position parameters is wrong.The correct format should be(u, v).","坐标参量错误，正确的格式应该是(u,v,w)。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Font Size is not allowed to contain Chinese characters.,字号不允许包含中文字符。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Font Size input format is wrong.,字号输入格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Cutoff Ratio is not allowed to contain Chinese characters.,曲线半径不能输入中文,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Curve Radius is not allowed to contain Chinese characters.,曲线半径不能输入中文,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Width input format is wrong.,宽度格式输入错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Cutoff Ratio input format is wrong.,截止值输入格式错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Curve Radius input format is wrong.,曲线半径输入格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"The center parameters is wrong.The correct format should be(u, v).","中心格式错误，正确的格式应该是(u,v,w)。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,is not allowed to contain Chinese characters.,不允许填入中文字符。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,input format is wrong.,格式输入错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,can not analysis formula,无法分析结构，检查U，V，W轴是否正交,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,The vertex parameter is wrong.,顶点参量值错误，正确格式应该是（数值1，数值2）。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Ru is empty or variable not exist,Ru为空或变量不存在,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Rv is empty or variable not exist,Rv为空或变量不存在,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Rw is empty or variable not exist,Rw为空或变量不存在,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Bottom radius is empty or variable not exist or value <= 0,底半径为空，或变量不存在，或值<= 0,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Top radius is empty or variable not exist or value < 0,顶部半径为空，或变量不存在，或值<0,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Height is empty or variable not exist or value = 0,高度为空，或变量不存在/值0。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Corn edge is empty or variable not exist or value < 0,圆锥边缘为空或者变量不存在/值小于0,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,The ratio of the maximum to minimum cannot exceed 1e6.,最大值与最小值的比值不能超过1e6。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Major radius is empty or variable not exist or value <= 0,半长轴为空，或变量不存在，或值<= 0,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Sub radius is empty or variable not exist or value <= 0,半短轴为空，或变量不存在，或值<= 0,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Solid does not exist,物体不存在,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,Failed to obtain point coordinates.,获取点的坐标失败。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Variable %1 does not exist.,变量%1不存在。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Plane wave exist in the project. The result cannot be viewed.,项目中已存在平面波。无法查看结果。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,The far-fields simulation frequency points does not exist.,远场仿真频率点不存在。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,QObject,The far-field simulation result failed to be read because the far-field simulation data was deleted or was not generated.,读取远场仿真结果失败，请检查远场仿真数据是否被删除，或未生成远场仿真数据。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,QObject,Incorrect chart selection.,图表选择错误。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,The data format must be consistent.,数据格式不一致，请检查。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Failed to read observer simulation results. Possible reasons: Observer simulation data was deleted or not generated.,读取接收器仿真结果失败，原因可能是：接收器仿真数据被删除，或未生成接收器仿真数据。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,QObject,"Cannot export to column format, ensure all data series share the same X-axis array.",无法导出为列格式，请确保所有的数据序列共享相同的X轴数组。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,[%1] Format error.,[%1] 格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Imported data has been deleted.,导入的数据已被删除，请检查。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Failed to read port simulation results. Possible reasons: Port simulation data was deleted or not generated.,读取端口仿真结果失败，原因可能是：端口仿真数据被删除，或未生成端口仿真数据。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,"Failed to read the imported file, please check the file format.",导入文件读取失败，请检查文件格式。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,The interpolation method cannot view the receiver results.,插值方法无法直接查看接收结果。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"The name is empty, please re-enter it.",名称为空，请重新输入。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Failed to extract far-field data from simulation results.,从仿真结果中提取远场数据失败。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,QObject,File Open Fail,文件打开失败,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Create Dimension Line,写入几何数据失败,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,Height is empty or variable not exist.,高度值为空或者值不存在。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Minimum frequency and maximum frequency cannot be the same.,最大最小频率不能相同。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,The S-parameter result does not exist. Please check whether the S-parameter result file is deleted or no S-parameter result is generated.,S参数结果不存在，请检查S参数结果文件是否被删除，或未生成S参数结果。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,"Exporting S parameter failed! S parameter size is 0, unable to export.",S参数导出失败！S参数数据为0，无法导出。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Failed to import mesh:,导入网格错误：,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,"Wave port meshing failed, please check the port.",波端口网格划分失败，请检查端口。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Unkonwn error!,未知错误！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"The integration line's positive pole is empty or the format is incorrect, please input the coordinates of a point as the positive pole.",积分线正极为空或者格式错误，请输入适当的点作为正极。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"The integration line's negative pole is empty or the format is incorrect, please input the coordinates of a point as the negative pole.",积分线负极为空或者格式错误，请输入适当的点作为负极。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,The two integral lines are not perpendicular to each other.,两条积分线不能相互垂直。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,Copy failed.,复制失败。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Paste failed.,粘贴失败。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Paste failed,",粘贴失败，,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,failed to write geometry data,错误写几何数据,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,variables are not allowed to be pasted into the same project,变量不允许被粘贴到同个项目内,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,create variable error,创建变量错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,materials are not allowed to be pasted into the same project,材料不允许被粘贴到同个项目内,材料,检查材料名称是否重复、材料模块是否支持当前物理场、参数格式和损耗设置是否正确。
st_Chinese.ts,QObject,create material error,创建材料错误,材料,检查材料名称是否重复、材料模块是否支持当前物理场、参数格式和损耗设置是否正确。
st_Chinese.ts,QObject,create source error,创建源错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,create observer error,创建接收器错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,create curve error,创建线错误,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,create face error,创建面错误,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,create solid error,创建体错误,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,QObject,create pad error,创建焊盘错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,create footprint error,封装错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Please enter a valid category label. Category labels cannot contain Spaces.,请输入有效的分类标签，分类标签不能包含空格。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"Please enter a valid category label, which cannot contain any of the following symbols (~#; ,|/\$"" ? ).","请输入有效的分类标签，分类标签不能包含 (~#; ,|/\$"" ? )。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Fitting frequency range error.,拟合频率范围错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Failed to fit the dispersion material.,拟合色散材料失败。,材料,检查材料名称是否重复、材料模块是否支持当前物理场、参数格式和损耗设置是否正确。
st_Chinese.ts,QObject,The data in the figure is too small to export,图片数据过小，无法导出,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,The minimum frequency cannot be empty. Please enter the minimum frequency.,频率最小值不能为空，请输入频率最小值 。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Frequency minimums cannot be converted to numerical values.,频率最小值不能转化为数值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,The maximum frequency cannot be empty. Please enter the maximum frequency.,频率最大值不能为空，请输入频率最大值 。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,The maximum frequency cannot be converted to a numerical value.,频率最大值不能转化为数值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,The format of the imported receiver file is incorrect.,导入的接收器文件格式错误。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,The input value cannot contain Chinese.,输入值不能包含中文。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Input values that cannot be converted to numeric values.,输入值，不能转化为数值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,The input value cannot be less than or equal to 0.,输入值不能小于等于0。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,The input value cannot be less than 0.,输入值不能小于0。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,File does not exist.,文件不存在。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Failed to create json file!,无法创建json文件！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,"Project file cannot be written, the save path may not exist.",工程文件无法写入，保存路径可能不存在。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Couldn't open json tsp file!,无法打开json tsp文件！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Couldn't open xml tsp file!,无法打开xml tsp文件！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Fail to load project file! please check file format.,无法加载工程文档！请检查文件形式。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,"Can't allocate memory for the new project, quit!",无法为新项目分配内存，请退出！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Couldn't get physic type info in file content!,无法在文件内容中获得物理类型的信息！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Failed to save imported model data.,保存导入模型数据失败。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,"Project file cannot be written, the file may be read-only.",工程文件无法写入，文件可能为只读。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,"Content is invalid, missing project node!",内容无效，丢失工程文件节点！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,"Content is invalid, have one line error!",内容无效，存在一行错误！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Content is invalid, please check file first!",内容无效，请先检查文件！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Fail to create source backup file!,创建源备份文件失败！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,Fail to load doc from json data!,无法从json数据加载文档！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Fail to create focus project object!,创建焦点项目对象失败！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Fail to open import file pcb!,无法打开导入的pcb文件！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Fail to load doc from json pcb!,无法从json数据加载文档！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing key of boardoutline,please check!",缺少boardoutline的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing key of keepouts,please check!",缺少keepputs的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing key of objects,please check!",缺少对象的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing key of layersinfo,please check!",缺少层信息的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing key of name,please check!",缺少名字的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing key of ports,please check!",缺少端口的关键字，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,"Missing key of options,please check!",缺少选项的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing array of boardoutline,please check!",缺少板边界数组，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing array of objects,please check!",缺少对象数组，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing array of layersinfo,please check!",缺少层信息数组，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing string type of name,please check!",缺少名称的字符串类型，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing array of ports,please check!",缺少端口数组，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,"Missing ports of signal net,please check!",信号网的端口丢失，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,"That is not one xy value in signal net port,please check!",在信号网络端口中没有一个xy值，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,"Missing array of options,please check!",缺少选项数组，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Start frequnce too small,please check!",起始频率太小，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Stop frequnce too small,please check!",终止频率太小，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Count of point is too less, please check!",点数太少，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Degree beyond 180, this is abnormal data, please check!",角度超过180，这是一个异常数据，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing the net [GND] in ports or in objects, please check!",在端口或对象中缺少GND，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,"Missing the layer [Top Layer] in layersInfo or objects, please check!",在顶部层信息或对象中缺少层，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing the layer [Bottom Layer] in layersInfo or objects, please check!",在底部层信息或对象中缺少层，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Missing the field startTime in TDR param list, please check!",TDR参数列表中缺少起始时间，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"Missing the field stopTime in TDR param list, please check!",TDR参数列表中缺少终止时间，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"Missing the field delay in TDR param list, please check!",TDR参数列表中缺少字段延迟，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"Missing the field samplePoints in TDR param list, please check!",TDR参数列表中缺少samplePoints，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
